Year,home_team,away_team,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,Round
2002,United States,Switzerland,1,,,1,,,Group stage
2002,Italy,Republic of Ireland,0,,,1,,,Group stage
2002,Colombia,Romania,1,,,3,,,Group stage
2002,Germany,Bolivia,1,,,0,,,Group stage
2002,Spain,Korea Republic,2,,,2,,,Group stage
2002,West Germany,Argentina,1,,,0,,,Final
2002,Italy,England,2,,,1,,,Third-place match
2002,West Germany,England,1,,4,1,,3,Semi-finals
2002,Italy,Argentina,1,,3,1,,4,Semi-finals
2002,West Germany,Czechoslovakia,1,,,0,,,Quarter-finals
2002,England,Cameroon,3,,,2,,,Quarter-finals
2002,Yugoslavia,Argentina,0,,2,0,,3,Quarter-finals
2002,Italy,Republic of Ireland,1,,,0,,,Quarter-finals
2002,Spain,Yugoslavia,1,,,2,,,Round of 16
2002,England,Belgium,1,,,0,,,Round of 16
2002,Republic of Ireland,Romania,0,,5,0,,4,Round of 16
2002,Italy,Uruguay,2,,,0,,,Round of 16
2002,Brazil,Argentina,0,,,1,,,Round of 16
2002,West Germany,Netherlands,2,,,1,,,Round of 16
2002,Cameroon,Colombia,2,,,1,,,Round of 16
2002,Czechoslovakia,Costa Rica,4,,,1,,,Round of 16
2002,Belgium,Spain,1,,,2,,,Group stage
2002,Korea Republic,Uruguay,0,,,1,,,Group stage
2002,Republic of Ireland,Netherlands,1,,,1,,,Group stage
2002,England,Egypt,1,,,0,,,Group stage
2002,Sweden,Costa Rica,1,,,2,,,Group stage
2002,Brazil,Scotland,1,,,0,,,Group stage
2002,West Germany,Colombia,1,,,1,,,Group stage
2002,Yugoslavia,United Arab Emirates,4,,,1,,,Group stage
2002,Austria,United States,2,,,1,,,Group stage
2002,Italy,Czechoslovakia,2,,,0,,,Group stage
2002,Argentina,Romania,1,,,1,,,Group stage
2002,Cameroon,Soviet Union,0,,,4,,,Group stage
2002,Republic of Ireland,Egypt,0,,,0,,,Group stage
2002,Belgium,Uruguay,3,,,1,,,Group stage
2002,Korea Republic,Spain,1,,,3,,,Group stage
2002,Brazil,Costa Rica,1,,,0,,,Group stage
2002,England,Netherlands,0,,,0,,,Group stage
2002,Sweden,Scotland,1,,,2,,,Group stage
2002,Austria,Czechoslovakia,0,,,1,,,Group stage
2002,West Germany,United Arab Emirates,5,,,1,,,Group stage
2002,Yugoslavia,Colombia,1,,,0,,,Group stage
2002,Cameroon,Romania,2,,,1,,,Group stage
2002,Italy,United States,1,,,0,,,Group stage
2002,Uruguay,Spain,0,,,0,,,Group stage
2002,Argentina,Soviet Union,2,,,0,,,Group stage
2002,Belgium,Korea Republic,2,,,0,,,Group stage
2002,Netherlands,Egypt,1,,,1,,,Group stage
2002,Costa Rica,Scotland,1,,,0,,,Group stage
2002,England,Republic of Ireland,1,,,1,,,Group stage
2002,United States,Czechoslovakia,1,,,5,,,Group stage
2002,West Germany,Yugoslavia,4,,,1,,,Group stage
2002,Brazil,Sweden,2,,,1,,,Group stage
2002,United Arab Emirates,Colombia,0,,,2,,,Group stage
2002,Soviet Union,Romania,0,,,2,,,Group stage
2002,Italy,Austria,1,,,0,,,Group stage
2002,Argentina,Cameroon,0,,,1,,,Group stage
